Response ID,Time Started,Date Submitted,Status,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,URL Variable: appid,URL Variable: context,URL Variable: contextid,URL Variable: deviceid,URL Variable: playerid,link_url,"This survey may include unpublished game content which will be shared with you confidentially.¬†By choosing to participate in the survey, you agree to keep secret all such content and to not use such content for any purpose outside this survey. You agree to do so until we have published the content in the game.","Like:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","Dislike:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","I think I would have fun playing this new event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","This new event is too similar to other Angry Birds 2 events :Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The new event is easy to understand:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I think I could progress further in Angry Birds 2 by participating in this event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Having a set of objectives to achieve makes me feel motivated to play more:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Achieving these types of objectives isn‚Äôt worth my time :Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Earning rewards by destroying structures makes me feel excited to play this event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I like completing these types of objectives:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†",How appealing do you find this new event overall?,Please tell us why the new event doesn‚Äôt appeal to you.,How likely would you be to play the new event based on this description?,"Like:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","Dislike:We are now going to show you the description again below and we would like you to highlight the Words or phrases that you particularly like or dislike. Click on the green ‚ÄúLike‚Äù option to highlight the statements you like, and click on the red ‚ÄúDislike‚Äù option to highlight the statements that you dislike.¬†Please also provide a comment to explain your answer. Once you‚Äôve finished highlighting, click the Save button. ¬†","I think I would have fun playing this new event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","This new event is too similar to other Angry Birds 2 events:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The new event is easy to understand:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I think I could progress further in Angry Birds 2 by participating in this event:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The grand prize being shared only among the winners makes me want to win:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","The grand prize I would receive doesn‚Äôt motivate me to play:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","I didn‚Äôt understand how the prize is shared among the players:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†","Playing in an event where only the winners get the prize makes me want to participate:Based on the description of this new event, how much do you agree or disagree with the following statements? ¬†",How appealing do you find this new event overall?,Please tell us why the new event doesn‚Äôt appeal to you.,How likely would you be to play the new event based on this description?,"<strong>Competition</strong> - Competing against other players:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Community</strong> - Interacting with other players (teaming up, chatting, etc.):From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Challenge</strong> - Being Challenged, having to improve my skills to pass difficult levels or obstacles:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Strategy</strong> - Using my brain, strategic decision-making, thinking and planning:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Completion</strong> - Completing every mission or level, collecting everything (e.g.,characters, achievements):From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Power</strong> - Growing over time to become more Powerful (e.g. increasing stats, leveling up, unlocking abilities):From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Design</strong> - Expressing myself by customizing characters or decorating the game world:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Discovery</strong> - Exploring, experimenting and discovering new worlds, characters and game elements:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Story</strong> - An engaging Story and plot with interesting characters:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Fantasy</strong> - Being immersed in a strong game Fantasy in a rich virtual world:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Destruction</strong> - Destruction of obstacles, blowing things up and seeing huge explosions:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Excitement</strong> - Exciting, fast-paced gameplay with constant thrills and Action:From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","Other - please specify::From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","Other - please specify::From the following list of statements, which are the 3 most important things you look for in Angry Birds 2?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Action</strong> (e.g. Marvel: Contest of Champions, Brawl Stars, Subway Surfer):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Casino</strong> (e.g. Slotomania, Bingo Blitz, Coin Master, Zynga Poker):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Match</strong> (e.g. Homescapes, Candy Crush Saga, Merge Mansion, Toon Blast):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>MOBA</strong> (e.g. Mobile Legends: Bang Bang, League of Legends: Wild Rift. Pok√©mon UNITE):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Music</strong> (e.g. BeatStars, Magic Tiles, Cytus, Deemo):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Puzzle</strong> (e.g. June's Journey, Tetris, Cut the Rope):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Racing</strong> (e.g. CSR Racing, Mario Kart Tour):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>RPG</strong> (role playing games) (e.g. Genshin Impact, Cookie Run Kingdom, Pokemon Go):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Sandbox</strong> (e.g. Roblox, Minecraft):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Simulation</strong> (e.g. Township, Cooking Fever, Design Home):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Shooter</strong> (e.g. PUBG mobile, Call of Duty mobile, Free Fire):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Slingshot</strong> (e.g. Angry Bird 2, Angry Bird Friends):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Sports</strong> (e.g. Golf Clash, Madden NFL Mobile, FIFA football):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Strategy</strong> (e.g. Clash of Clans, Rise of Kingdoms, Lords Mobile, Clash Royale, Hearthstone):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Tabletop</strong> (digital adaptations of real life games e.g. Solitaire, Chess, Coloring):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.","<strong>Word Games</strong> (e.g. Wordscapes, Words With Friends):What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.",Other - please specify::What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.,Other - please specify::What are your top 3 favorite types of mobile games?Please check all the answer options below. You can do this by scrolling down the page.,You‚Äôre almost done! What is your age range?,What gender do you identify with?,Is there anything else you would like to inform us about?
1330,45300.14525,45300.28797,Complete,,,English,,1725150550_66d3b556bc51f9.64241245,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCbdde509b-9ccd-4684-842f-2a6fbbef44ca,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""game,"": |""collect"": |""levels."": ",,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Not very appealing,Because I like angry birds better ,Definitely would,"""prize!"": ",,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Extremely appealing,,Definitely would,,,,,,,Design,Discovery,Story,,,,,,,,,,,Puzzle,,,,,,Slingshot,,,,Word,,,25 - 34,Male,
1349,45300.35231,45300.37623,Complete,,,English,,1725168440_66d3fb38b12307.35879301,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCe6ff9da4-78b0-4395-a486-0b49e44b0634,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.",""" Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": Nice rewards","""last 2 days,"": Not long enough? ",Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,""" Play"": ",,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Somewhat appealing,,Definitely would,,,,Strategy,Completion,,Design,,,,,,,,,Casino,,,,Puzzle,,,,,,,,,,Word,,,25 - 34,Female,
1357,45300.46329,45300.46913,Complete,,,English,,1725178028_66d420ac02e608.48543246,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC0cb1a31e-6cd2-4b0d-abf8-1969279254e3,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""new time-limited event that will last 2 days,"": |""For example, collect 20 wooden blocks by destroying the wooden structures.¬†"": |"" Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": ",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,"""Only the winners will share the grand prize."": ","""new time-limited event,"": |""Saga level are out of the Competition until the next time the event is available."": ",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,,,,Strategy,,Power,,,,,,Excitement,,,Action,,,,,Puzzle,,,,,Shooter,,,,,,,,25 - 34,Female,No 
1376,45300.72638,45300.73318,Complete,,,English,,1725200759_66d47977451a91.85873700,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC86f6bddd-2a0f-4c55-80f0-614d3a7b29cb,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.",""" During the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels."": Something different to work towards",,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Extremely appealing,,Definitely would,"""group of players"": Teamwork",,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Extremely appealing,,Definitely would,,,,,Completion,Power,,Discovery,,,,,,,,,Match,,,,,,Sandbox,,,,,Strategy,,,,,25 - 34,Female,
1389,45300.76856,45300.77806,Complete,,,English,,1725204404_66d487b48a3a97.32380419,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCa521ce34-0195-4af6-9b36-0ecea47220fc,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""objectives"": |"" Rewards"": ",,Agree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Somewhat appealing,,Probably would,"""group"": ",,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,,Probably would not,,,Challenge,Strategy,,,,,Story,,,,,,,,,,Music,Puzzle,,,,,,,,Strategy,,,,,25 - 34,Male,
1391,45300.78338,45300.7924,Complete,,,English,,1725205684_66d48cb4c9aef4.58570991,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC7344fb88-8c2f-40f6-91fe-8eeaf18d4b0b,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""the wooden structures.¬†    Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to"": ",,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,"""In this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!"": Yay ",,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Extremely appealing,,Definitely would,,,,,Completion,,,Discovery,,,Destruction,,,,Action,,,,,,Racing,,,,Shooter,,,,,,,,25 - 34,Male,
1415,45300.8628,45300.91425,Complete,,,English,,1725212546_66d4a782752e99.72004902,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC40837aa9-e9a5-42ca-8a01-bd84c50b998d,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.",,"""last 2 days,"": ",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Might,"""alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an"": |""3 extra"": ",,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,Might,,,,Strategy,,Power,,,,,Destruction,,,,,,,MOBA,,,,,,,,,,,Tabletop,,,,25 - 34,Prefer not to answer,
1451,45331.06326,45331.10589,Complete,,,English,,1725229866_66d4eb2a27ee67.47051236,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCd24683e2-2edd-4c0a-a0fc-2f9e06803a3a,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""time-limited"": I enjoy the always changing events|""the grand prize!¬†"": Big rewards for free players is nice","""15 minutes."": I don't like the enhanced option for a short period of time. If there's a reward, I think feathers, pearls, or spell cards are more appropriate ",Neutral,Neutral,Strongly agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,,Probably would,"""time-limited"": I enjoy the time limited events because it keeps the game changing and engaging |""group"": Like the idea of working with a group|""World Map Saga levels"": This sounds different and interesting |"" Play alongside"": ",,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Somewhat appealing,,Probably would,,,Challenge,,Completion,,,Discovery,,,,,,,,,,,,,,,,,,,,,,,Other,This is the only game I play,25 - 34,Female,It's frustrating that sometimes my birds do a lot of damage and sometimes they don't. 
1483,45331.19911,45331.21354,Complete,,,English,,1725241603_66d5190356b889.60518682,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCa00a720d-0912-4d98-9737-0ee7d7f42eb5,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""this new time-limited event that will last 2 days, your mission is to complete a set of objectives and earn rewards that make you more Powerful."": |""For example, collect 20 wooden blocks by destroying the wooden structures.¬†"": |"" Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": ",,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Extremely appealing,,Probably would,,"""you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!"": |"" Play alongside other players"": ",Disagree,Strongly disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,,Might,,,,,,Power,,Discovery,,,,Excitement,,,,,Match,,,Puzzle,,,,,,,,,,Word,,,25 - 34,Female,
1487,45331.21715,45331.2294,Complete,,,English,,1725243162_66d51f1a50c9d1.92465738,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCe7b50e6f-3efb-429f-a031-2197bd899b68,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""this"": ",,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Extremely appealing,,Definitely would,"""In this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!  Play alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls.  Players who lose a Saga level are out of the Competition until the next time the event is available. If you are about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing. Only the winners will share the grand prize."": ",,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Extremely appealing,,Definitely would,,,Challenge,,,Power,,,Story,,,,,,,,,,,,Racing,,,,Shooter,Slingshot,,,,,,,25 - 34,Male,
1506,45331.29958,45331.30802,Complete,,,English,,1725250284_66d53aec35d0c2.54896270,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC6631d1f6-168a-47f7-9730-f78979d111bf,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""For example, collect 20 wooden blocks by destroying the wooden structures.¬†"": |"" Rewards will be either feathers for your birds, or time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": ","""last 2 days,"": Too short ",Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,"""the grand prize."": |""3 extra birds"": ",,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Somewhat appealing,,Definitely would,,,,,,Power,Design,,,,Destruction,,,,,,,,,Puzzle,,,,Simulation,,Slingshot,,,,,,,25 - 34,Female,
17,27/08/2024 20:06:58,27/08/2024 20:28:12,Complete,,,English,,1724778418_66ce07b2090139.63833191,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC45f2da92-ecb0-4b58-8c59-d3442de2d6fb,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""Complete all the objectives before the event is over and win the grand prize!¬†"": Sounds fun - and nice to get a grand prize.|""Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves."": Sounds like you can come up with a plan.|""objective.¬†As you progress, the objectives will get more intense and you will earn bigger rewards."": Sounds challenging which is fun.",,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,,""" Play alongside other players and keep track of who is still in the game."": Not my thing, too much mental energy to keep up with other players.|"" Players who lose a Saga level are out of the Competition until the next time the event is available."": Might be too much of a Challenge for my taste.",Disagree,Neutral,Strongly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Not very appealing,"I play angry birds to unwind, and this event type sounds like it would stress me out.",Probably would not,,,Challenge,,Completion,,,,,,Destruction,,,,,,Match,,,Puzzle,,,,,,Slingshot,,,,,,,35 - 44,Female,Nope 
24,27/08/2024 20:05:24,27/08/2024 20:29:26,Complete,,,English,,1724778324_66ce07549e0788.84405591,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC417bd799-2b5e-48f1-a6e5-5a4ef84a3035,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.",,"""will last 2 days,"": ",Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Somewhat appealing,,Probably would,""" Play alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls."": ",,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Somewhat appealing,,Probably would,Competition,,Challenge,,Completion,,,,,,,,,,,,,,,,,,,Simulation,,Slingshot,,,,Word,,,35 - 44,Female,No
30,27/08/2024 20:15:09,27/08/2024 20:43:21,Complete,,,English,,1724778909_66ce099d7f2557.74571025,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC9aa295d3-72c2-4577-8ea0-2de7dd7da295,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""2 days,"": ",,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,,Probably would,"""grand prize!"": ",,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Neutral,,Probably would,,,,,,,,,,,Destruction,,,,,,,,,,,,,,,Slingshot,,,,,,,35 - 44,Male,
41,27/08/2024 20:45:31,27/08/2024 20:56:49,Complete,,,English,,1724780731_66ce10bbd9f704.16283098,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC5fbbeb40-85fe-4a7c-a491-40cdba9c9c57,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""feathers for your birds,"": Good reward","""2 days,"": Too short",Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Somewhat appealing,,Definitely would,""" Play alongside other players and keep track of who is still in the game."": Sounds fun|""Only the winners will share the grand prize."": Like",,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Somewhat appealing,,Probably would,Competition,,Challenge,Strategy,,,,,,,,,,,,,,MOBA,,,,,,,Shooter,,,Strategy,,,,,35 - 44,Male,I hate the gold and goblins ads
49,27/08/2024 20:54:41,27/08/2024 21:17:05,Complete,,,English,,1724781280_66ce12e0ee1bd0.26875676,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RCc0685fea-6486-4de2-9fb2-92ae65430ff7,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""bigger rewards."": I like the idea of progressive reward |""collect 20 wooden blocks by destroying the wooden structures.¬†"": That sounds like a cool objective ","""time-based rewards such as extra energy or spells to supercharge your skills for the next 15 minutes."": Extra energy and spells are lame",Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Somewhat appealing,,Probably would,"""alongside other players and keep"": Team shit can be fun|""Only the winners will share the grand prize."": This is fair and creates incentive ",,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat appealing,,Probably would,,,,,,Power,,,,Fantasy,Destruction,,,,,,,,,Puzzle,,,,,,Slingshot,Sports,,,,,,35 - 44,Male,
90,27/08/2024 22:11:11,27/08/2024 22:19:02,Partial,,,English,,1724785871_66ce24cf9b7795.32792428,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC12cdcf57-3a06-46e4-9407-0ad374dc499e,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""and"": |""the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels. Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves. For example, collect"": ",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat appealing,,Definitely would,"""about"": ",,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely appealing,,Definitely would,Competition,,,,,,Design,,Story,,,,,,,Casino,,,,Puzzle,,,,Simulation,,,,,,,,,35 - 44,Male,Keep it up
109,27/08/2024 22:42:34,27/08/2024 22:47:27,Complete,,,English,,1724787754_66ce2c2a2ce4d2.26764546,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC4e3ba704-9e93-430b-b0da-0b01812400dd,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""structures.¬†    Rewards"": ",,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Extremely appealing,,Definitely would,"""this new time-limited event, you will be part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!  Play alongside other players and keep track of who is still in the game. Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls.  Players who lose a Saga level are out of the Competition until the next time the event is available. If you are about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing. Only the winners will share the grand prize."": ",,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Neutral,Neutral,Agree,Extremely appealing,,Definitely would,,,,,,,,Discovery,,,,,other,,,,,,,,Racing,RPG,,,,,,,Tabletop,,,,35 - 44,Other / Non-binary,Uneducated  
137,27/08/2024 23:33:39,27/08/2024 23:51:52,Complete,,,English,,1724790819_66ce38233c7845.12907315,,,Abba,ads,a6f2e26c-b0a9-4f8d-9fa1-985560d44d1c,%ﬁviceId%%,RC760b8fb7-3457-4662-b726-9e41953e0b9d,,"I agree, and understand the terms of this agreement and that any participation in the survey shall be deemed to constitute acceptance of the terms of this agreement.","""mission is to complete a set of objectives and earn rewards that make you more Powerful."": |"" During the event, you will be given a set of objectives where you have to destroy structures, collect materials and pop pigs in World Map Saga levels. Your first objective will appear at the start of your game, so you know what to collect and how to plan your moves. For example, collect 20 wooden blocks by destroying the wooden structures.¬†"": |""feathers for your birds,"": |""objective.¬†As you progress, the objectives will get more intense and you will earn bigger rewards."": ","""last 2 days,"": Unless it is every Monday for example. If it feels like random start dates it would not be as fun|""spells to supercharge your skills for the next 15 minutes."": ",Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Somewhat appealing,,Definitely would,"""Players who complete all 7 levels will win an equal share of the grand prize, such as rainbow feathers, gems or black pearls."": |""about to lose a Saga level you have a chance to get up to 3 extra birds to continue playing."": |""part of a group of players who are attempting to complete 7 World Map Saga levels and win the grand prize!"": players who play for fun not wanting to pay extra should still have a chance|"" Players who lose a Saga level are out of the Competition until the next time"": ",,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Somewhat appealing,,Definitely would,,,,,,Power,,,Story,,Destruction,,,,,,,,,,,,Sandbox,,,Slingshot,,,Tabletop,,,,35 - 44,Male,
